,answer
3127,'매우좋음'
3128,'매우좋음'
3129,매우좋음
3130,'매우좋음'
3131,'매우좋음'
3132,'매우좋음'
3133,'매우좋음'
3134,'매우좋음'
3135,'매우좋음'
3136,매우좋음
3137,'매우좋음'
3138,'매우좋음'
3139,'매우좋음'
3140,'보통'
3141,'매우좋음'
3142,'매우좋음'
3143,'매우좋음'
3144,'매우좋음'
3145,'좋음'
3146,'매우좋음'
3147,'좋음'
3148,'보통'
3149,'매우좋음'
3150,'매우좋음'
3151,'좋음'
3152,매우좋음
3153,'매우좋음'
3154,'매우좋음'
3155,'매우좋음'
3156,'매우좋음'
3157,'매우좋음'
3158,'매우좋음'
3159,'매우좋음'
3160,매우좋음
3161,매우좋음
3162,매우좋음
3163,매우좋음
3164,'매우좋음'
3165,'매우좋음'
3166,'매우좋음'
3167,'매우좋음'
3168,'매우좋음'
3169,매우좋음
3170,매우좋음
3171,'매우좋음'
3172,'매우좋음'
3173,'매우좋음'
3174,'매우좋음'
3175,'매우좋음'
3176,'보통'
3177,'보통'
3178,'매우좋음'
3179,'매우좋음'
3180,'매우좋음'
3181,매우좋음
3182,'매우좋음'
3183,'매우좋음'
3184,매우좋음
3185,'좋음'
3186,'매우좋음'
3187,'매우좋음'
3188,'매우좋음'
3189,'매우좋음'
3190,'매우좋음'
3191,'좋음'
3192,매우좋음
3193,'좋음'
3194,좋음
3195,매우좋음
3196,'매우좋음'
3197,'매우좋음'
3198,'매우좋음'
3199,'나쁨'
3200,매우좋음
3201,매우좋음
3202,'매우좋음'
3203,매우좋음
3204,'매우좋음'
3205,'매우좋음'
3206,'매우좋음'
3207,'매우좋음'
3208,매우좋음
3209,'보통'
3210,'매우좋음'
3211,매우좋음
3212,'좋음'
3213,'매우좋음'
3214,'매우좋음'
3215,'매우좋음'
3216,'매우좋음'
3217,'매우좋음'
3218,'매우좋음'
3219,'매우좋음'
3220,'매우좋음'
3221,'매우좋음'
3222,매우좋음
3223,매우좋음
3224,매우좋음
3225,매우좋음
3226,'매우좋음'
3227,'매우좋음'
3228,'매우좋음'
3229,'매우좋음'
3230,'매우좋음'
3231,'매우좋음'
3232,좋음
3233,'매우좋음'
3234,'매우좋음'
3235,매우좋음
3236,'매우좋음'
3237,'매우좋음'
3238,'좋음'
3239,'매우좋음'
3240,'좋음'
3241,매우좋음
3242,매우좋음
3243,'매우좋음'
3244,'매우좋음'
3245,'매우좋음'
3246,'매우좋음'
3247,'매우좋음'
3248,'매우좋음'
3249,'매우좋음'
3250,'매우좋음'
3251,'매우좋음'
3252,'좋음'
3253,'좋음'
3254,매우좋음
3255,'매우좋음'
3256,'좋음'
3257,매우좋음
3258,'매우좋음'
3259,'매우좋음'
3260,'매우좋음'
3261,나쁨
3262,'보통'
3263,'매우좋음'
3264,'좋음'
3265,매우좋음
3266,'매우좋음'
3267,'매우좋음'
3268,매우좋음
3269,매우좋음
3270,'좋음'
3271,매우좋음
3272,'매우좋음'
3273,매우좋음
3274,매우좋음
3275,매우좋음
3276,매우좋음
3277,매우좋음
3278,'매우좋음'
3279,'매우좋음'
3280,'좋음'
3281,'매우좋음'
3282,'매우좋음'
3283,'매우좋음'
3284,'보통'
3285,'매우좋음'
3286,'매우좋음'
3287,'매우좋음'
3288,'매우좋음'
3289,'매우좋음'
3290,'매우좋음'
3291,매우좋음
3292,매우좋음
3293,'매우좋음'
3294,'매우좋음'
3295,'매우좋음'
3296,매우좋음
3297,매우좋음
3298,'매우좋음'
3299,'매우좋음'
3300,'매우좋음'
3301,'매우좋음'
3302,'매우좋음'
3303,'매우좋음'
3304,매우좋음
3305,매우좋음
3306,매우좋음
3307,'매우좋음'
3308,매우좋음
3309,매우좋음
3310,매우좋음
3311,매우좋음
3312,매우좋음
3313,매우좋음
3314,'매우좋음'
3315,매우좋음
3316,'매우좋음'
3317,매우좋음
3318,'매우좋음'
3319,'좋음'
3320,'매우좋음'
3321,'매우좋음'
3322,매우좋음
3323,매우좋음
3324,'매우좋음'
3325,'매우좋음'
3326,'매우좋음'
3327,'매우좋음'
3328,'매우좋음'
3329,'매우좋음'
3330,매우좋음
3331,매우좋음
3332,'매우좋음'
3333,'매우좋음'
3334,'매우좋음'
3335,'보통'
3336,매우좋음
3337,매우좋음
3338,'좋음'
3339,매우좋음
3340,매우좋음
3341,매우좋음
3342,'매우좋음'
3343,'매우나쁨'
3344,'매우좋음'
3345,'매우좋음'
3346,'매우좋음'
3347,'매우좋음'
3348,매우좋음
3349,매우좋음
3350,매우좋음
3351,'좋음'
3352,매우좋음
3353,'매우좋음'
3354,매우좋음
3355,'매우좋음'
3356,매우좋음
3357,'나쁨'
3358,'매우좋음'
3359,'매우좋음'
3360,'매우좋음'
3361,'매우좋음'
3362,'매우좋음'
3363,'매우좋음'
3364,'매우좋음'
3365,'매우좋음'
3366,'매우좋음'
3367,'좋음'
3368,'매우좋음'
3369,'매우좋음'
3370,'매우좋음'
3371,'매우좋음'
3372,'매우좋음'
3373,'매우좋음'
3374,'매우좋음'
3375,매우좋음
3376,'매우좋음'
3377,'매우좋음'
3378,'매우좋음'
3379,'매우좋음'
3380,'매우좋음'
3381,'매우좋음'
3382,매우좋음
3383,매우좋음
3384,매우좋음
3385,'매우좋음'
3386,매우좋음
3387,매우좋음
3388,매우좋음
3389,매우좋음
3390,매우좋음
3391,매우좋음
3392,'매우좋음'
3393,매우좋음
3394,매우좋음
3395,'매우좋음'
3396,나쁨
3397,매우좋음
3398,'매우좋음'
3399,나쁨
3400,'매우좋음'
3401,'매우좋음'
3402,매우좋음
3403,매우좋음
3404,매우좋음
3405,매우좋음
3406,'매우좋음'
3407,매우좋음
3408,매우좋음
3409,매우좋음
3410,'매우좋음'
3411,'매우좋음'
3412,'매우좋음'
3413,'좋음'
3414,매우좋음
3415,'매우좋음'
3416,'매우좋음'
3417,'매우좋음'
3418,매우좋음
3419,'매우좋음'
3420,'매우나쁨'
3421,'매우좋음'
3422,'보통'
3423,'매우좋음'
3424,'매우좋음'
3425,'매우좋음'
3426,'매우좋음'
3427,'매우좋음'
3428,'매우좋음'
3429,'매우좋음'
3430,매우좋음
3431,매우좋음
3432,'매우좋음'
3433,'매우좋음'
3434,매우좋음
3435,'매우좋음'
3436,'보통'
3437,매우좋음
3438,'좋음'
3439,'매우좋음'
3440,'매우좋음'
3441,'매우좋음'
3442,매우좋음
3443,'매우좋음'
3444,'좋음'
3445,매우좋음
3446,'매우좋음'
3447,'매우좋음'
3448,'매우좋음'
3449,'매우좋음'
3450,매우좋음
3451,'매우좋음'
3452,매우좋음
3453,'매우좋음'
3454,매우좋음
3455,'매우좋음'
3456,매우좋음
3457,'보통'
3458,'매우좋음'
3459,'매우좋음'
3460,'매우좋음'
3461,'매우좋음'
3462,'매우좋음'
3463,'좋음'
3464,매우좋음
3465,'매우좋음'
3466,'매우좋음'
3467,'매우좋음'
3468,매우좋음
3469,매우좋음
3470,'좋음'
3471,매우좋음
3472,'좋음'
3473,'매우좋음'
3474,'매우좋음'
3475,매우좋음
3476,매우좋음
3477,매우좋음
3478,매우좋음
3479,매우좋음
3480,매우좋음
3481,매우좋음
3482,매우좋음
3483,매우좋음
3484,매우좋음
3485,'매우좋음'
3486,'매우좋음'
3487,'나쁨'
3488,'매우좋음'
3489,'매우좋음'
3490,'매우좋음'
3491,매우좋음
3492,'매우좋음'
3493,'매우좋음'
3494,매우좋음
3495,'매우좋음'
3496,'좋음'
3497,매우좋음
3498,'매우좋음'
3499,'매우좋음'
3500,매우좋음
3501,매우좋음
3502,'매우좋음'
3503,'좋음'
3504,'매우좋음'
3505,매우좋음
3506,매우좋음
3507,좋음
3508,매우좋음
3509,매우좋음
3510,매우좋음
3511,매우좋음
3512,매우좋음
3513,매우좋음
3514,'매우좋음'
3515,매우좋음
3516,'매우좋음'
3517,'좋음'
3518,'매우좋음'
3519,매우좋음
3520,'매우좋음'
3521,'보통'
3522,'매우좋음'
3523,매우좋음
3524,'매우좋음'
3525,매우좋음
3526,'보통'
3527,'매우좋음'
3528,매우좋음
3529,'매우좋음'
3530,'매우좋음'
3531,'매우좋음'
3532,매우좋음
3533,매우좋음
3534,'좋음'
3535,'매우좋음'
3536,매우좋음
3537,'매우좋음'
3538,매우좋음
3539,매우좋음
3540,매우좋음
3541,'매우좋음'
3542,'좋음'
3543,매우좋음
3544,'매우좋음'
3545,'매우좋음'
3546,'매우좋음'
3547,'좋음'
3548,'매우좋음'
3549,'매우좋음'
3550,'매우좋음'
3551,매우좋음
3552,'매우좋음'
3553,'매우좋음'
3554,'보통'
3555,'매우좋음'
3556,매우좋음
3557,'매우좋음'
3558,'보통'
3559,'보통'
3560,'좋음'
3561,'보통'
3562,'보통'
3563,매우좋음
3564,'매우좋음'
3565,매우좋음
3566,'매우좋음'
3567,'매우좋음'
3568,'매우좋음'
3569,'매우좋음'
3570,매우좋음
3571,'나쁨'
3572,'매우좋음'
3573,'좋음'
3574,'매우좋음'
3575,'매우좋음'
3576,'매우좋음'
3577,'보통'
3578,매우좋음
3579,매우좋음
3580,'매우좋음'
3581,'매우좋음'
3582,'매우좋음'
3583,'매우좋음'
3584,'매우좋음'
3585,'매우좋음'
3586,매우좋음
3587,매우좋음
3588,매우좋음
3589,'매우좋음'
3590,매우좋음
3591,'매우좋음'
3592,'매우좋음'
3593,'매우좋음'
3594,'좋음'
3595,매우좋음
3596,'매우좋음'
3597,매우좋음
3598,'좋음'
3599,매우좋음
3600,'매우좋음'
3601,'매우좋음'
3602,'매우좋음'
3603,'매우좋음'
3604,'매우좋음'
3605,매우좋음
3606,매우좋음
3607,'매우좋음'
3608,'매우좋음'
3609,매우좋음
3610,'매우좋음'
3611,매우좋음
3612,'매우좋음'
3613,'매우좋음'
3614,매우좋음
3615,매우좋음
3616,매우좋음
3617,'보통'
3618,매우좋음
3619,매우좋음
3620,'매우좋음'
3621,'매우좋음'
3622,매우좋음
3623,매우좋음
3624,매우좋음
3625,매우좋음
3626,매우좋음
3627,매우좋음
3628,'매우좋음'
3629,'매우좋음'
3630,'매우좋음'
3631,'매우좋음'
3632,'매우좋음'
3633,매우좋음
3634,나쁨
3635,매우좋음
3636,'좋음'
3637,'매우나쁨'
3638,'매우좋음'
3639,'좋음'
3640,매우좋음
3641,'매우좋음'
3642,매우좋음
3643,'매우좋음'
3644,'매우좋음'
3645,'매우좋음'
3646,'매우좋음'
3647,매우좋음
3648,'매우좋음'
3649,'매우좋음'
3650,매우좋음
3651,'매우좋음'
3652,'매우좋음'
3653,'매우좋음'
3654,'매우좋음'
3655,매우좋음
3656,'좋음'
3657,'매우좋음'
3658,'매우좋음'
3659,매우좋음
3660,매우좋음
3661,'매우좋음'
3662,매우좋음
3663,매우좋음
3664,'매우좋음'
3665,매우좋음
3666,'매우좋음'
3667,'좋음'
3668,나쁨
3669,매우좋음
3670,'매우좋음'
3671,'매우좋음'
3672,매우좋음
3673,'매우좋음'
3674,'매우좋음'
3675,'좋음'
3676,'매우좋음'
3677,'매우좋음'
3678,매우나쁨
3679,매우나쁨
3680,매우좋음
3681,매우좋음
3682,'매우좋음'
3683,'나쁨'
3684,'매우좋음'
3685,매우좋음
3686,'보통'
3687,'매우좋음'
3688,매우좋음
3689,'매우좋음'
3690,매우좋음
3691,매우좋음
3692,'매우좋음'
3693,'보통'
3694,'매우좋음'
3695,'매우좋음'
3696,'매우좋음'
3697,매우좋음
3698,'매우좋음'
3699,'좋음'
3700,'나쁨'
3701,'좋음'
3702,'매우좋음'
3703,'매우좋음'
3704,'매우좋음'
3705,매우좋음
3706,'매우좋음'
3707,'보통'
3708,'좋음'
3709,'좋음'
3710,'매우좋음'
3711,나쁨
3712,'좋음'
3713,'매우좋음'
3714,좋음
3715,'보통'
3716,'매우좋음'
3717,'매우좋음'
3718,'매우좋음'
3719,'매우좋음'
3720,'매우좋음'
3721,'매우좋음'
3722,매우좋음
3723,'매우좋음'
3724,'매우좋음'
3725,'매우좋음'
3726,'매우좋음'
3727,'매우좋음'
3728,'좋음'
3729,'보통'
3730,'좋음'
3731,'좋음'
3732,'매우좋음'
3733,매우좋음
3734,매우좋음
3735,'매우좋음'
3736,매우좋음
3737,매우좋음
3738,매우좋음
3739,'매우좋음'
3740,'매우좋음'
3741,'좋음'
3742,'좋음'
3743,'매우좋음'
3744,'좋음'
3745,'매우좋음'
3746,'매우좋음'
3747,'매우좋음'
3748,'보통'
3749,'매우좋음'
3750,'매우좋음'
3751,'매우좋음'
3752,'매우좋음'
3753,'매우좋음'
3754,'좋음'
3755,매우좋음
3756,'좋음'
3757,'매우좋음'
3758,'매우좋음'
3759,'보통'
3760,'매우좋음'
3761,'매우좋음'
3762,'좋음'
3763,매우좋음
3764,'매우좋음'
3765,'보통'
3766,'보통'
3767,'매우좋음'
3768,매우좋음
3769,매우좋음
3770,매우좋음
3771,매우좋음
3772,매우좋음
3773,'좋음'
3774,'매우좋음'
3775,매우좋음
3776,'보통'
3777,'매우좋음'
3778,'매우좋음'
3779,'매우좋음'
3780,매우좋음
3781,'매우좋음'
3782,'매우좋음'
3783,'매우좋음'
3784,매우좋음
3785,'매우좋음'
3786,'매우좋음'
3787,'매우좋음'
3788,'매우좋음'
3789,'매우좋음'
3790,'좋음'
3791,'매우좋음'
3792,매우좋음
3793,매우좋음
3794,'보통'
3795,'매우좋음'
3796,'보통'
3797,'보통'
3798,'보통'
3799,'매우좋음'
3800,'매우좋음'
3801,'매우좋음'
3802,매우좋음
3803,'매우좋음'
3804,'매우좋음'
3805,'매우좋음'
3806,'매우좋음'
3807,'좋음'
3808,'매우좋음'
3809,매우좋음
3810,'매우좋음'
3811,'매우좋음'
3812,매우좋음
3813,'매우좋음'
3814,'매우좋음'
3815,'매우좋음'
3816,'매우좋음'
3817,'매우좋음'
3818,'좋음'
3819,'보통'
3820,매우좋음
3821,매우좋음
3822,매우좋음
3823,'매우좋음'
3824,'좋음'
3825,'보통'
3826,'매우좋음'
3827,'매우좋음'
3828,'보통'
3829,'매우좋음'
3830,매우좋음
3831,매우좋음
3832,'좋음'
3833,매우좋음
3834,'매우좋음'
3835,'매우좋음'
3836,'매우좋음'
3837,매우좋음
3838,나쁨
3839,'매우좋음'
3840,'매우좋음'
3841,'매우좋음'
3842,'매우좋음'
3843,'매우나쁨'
3844,'매우좋음'
3845,'매우좋음'
3846,'보통'
3847,'좋음'
3848,매우좋음
3849,'매우좋음'
3850,'매우좋음'
3851,'매우좋음'
3852,'매우좋음'
3853,매우좋음
3854,'매우좋음'
3855,'매우좋음'
3856,'매우좋음'
3857,매우좋음
3858,매우좋음
3859,'매우좋음'
3860,'좋음'
3861,'좋음'
3862,매우좋음
3863,'매우좋음'
3864,'매우좋음'
3865,'매우좋음'
3866,'매우좋음'
3867,매우좋음
3868,'매우좋음'
3869,보통
3870,'매우좋음'
3871,매우좋음
3872,'매우좋음'
3873,'보통'
3874,'매우좋음'
3875,매우좋음
3876,매우좋음
3877,'매우좋음'
3878,'매우좋음'
3879,매우좋음
3880,'좋음'
3881,'보통'
3882,매우좋음
3883,'좋음'
3884,'매우좋음'
3885,'좋음'
3886,'매우좋음'
3887,좋음
3888,매우좋음
3889,매우좋음
3890,매우좋음
3891,매우좋음
3892,매우좋음
3893,매우좋음
3894,매우좋음
3895,'매우좋음'
3896,'매우좋음'
3897,'매우좋음'
3898,'매우좋음'
3899,매우좋음
3900,'매우좋음'
3901,'매우좋음'
3902,'매우좋음'
3903,'매우좋음'
3904,매우좋음
3905,'좋음'
3906,'매우좋음'
3907,'좋음'
3908,'보통'
3909,'매우좋음'
3910,'매우좋음'
3911,좋음
3912,매우좋음
3913,매우좋음
3914,매우좋음
3915,매우좋음
3916,좋음
3917,매우좋음
3918,'매우좋음'
3919,'매우좋음'
3920,매우좋음
3921,'매우좋음'
3922,매우좋음
3923,'좋음'
3924,매우좋음
3925,매우좋음
3926,매우좋음
3927,'좋음'
3928,'매우좋음'
3929,'매우좋음'
3930,'좋음'
3931,매우좋음
3932,매우좋음
3933,'매우좋음'
3934,'매우좋음'
3935,좋음
3936,'매우좋음'
3937,'매우좋음'
3938,'매우좋음'
3939,'매우좋음'
3940,'매우좋음'
3941,매우좋음
3942,'매우좋음'
3943,'매우좋음'
3944,'매우좋음'
3945,'좋음'
3946,'좋음'
3947,'좋음'
3948,'매우좋음'
3949,매우좋음
3950,매우좋음
3951,매우좋음
3952,매우좋음
3953,'매우좋음'
3954,'매우좋음'
3955,'매우좋음'
3956,매우좋음
3957,매우좋음
3958,매우좋음
3959,매우좋음
3960,매우좋음
3961,매우좋음
3962,매우좋음
3963,'매우좋음'
3964,매우좋음
3965,'매우좋음'
3966,매우좋음
3967,'매우좋음'
3968,매우좋음
3969,매우좋음
3970,'매우좋음'
3971,매우좋음
3972,매우좋음
3973,'매우좋음'
3974,'매우좋음'
3975,'매우좋음'
3976,매우좋음
3977,'매우좋음'
3978,매우좋음
3979,매우좋음
3980,매우좋음
3981,'매우좋음'
3982,'매우좋음'
3983,매우좋음
3984,'매우좋음'
3985,'매우좋음'
3986,'매우좋음'
3987,매우좋음
3988,'매우좋음'
3989,'매우좋음'
3990,'매우좋음'
3991,매우좋음
3992,매우좋음
3993,나쁨
3994,좋음
3995,'보통'
3996,매우좋음
3997,'매우좋음'
3998,'좋음'
3999,'매우좋음'
4000,'좋음'
4001,'좋음'
4002,'매우좋음'
4003,'매우좋음'
4004,좋음
4005,'보통'
4006,매우좋음
4007,매우좋음
4008,매우좋음
4009,'매우좋음'
4010,매우좋음
4011,매우좋음
4012,매우좋음
4013,'매우좋음'
4014,좋음
4015,매우좋음
4016,매우좋음
4017,좋음
4018,'매우좋음'
4019,'매우좋음'
4020,'매우좋음'
4021,좋음
4022,'매우좋음'
4023,'매우좋음'
4024,'보통'
4025,'매우좋음'
4026,매우좋음
4027,'매우좋음'
4028,매우좋음
4029,매우좋음
4030,매우좋음
4031,'매우좋음'
4032,매우좋음
4033,좋음
4034,매우좋음
4035,매우좋음
4036,매우좋음
4037,'매우좋음'
4038,'좋음'
4039,'매우좋음'
4040,'좋음'
4041,'매우좋음'
4042,'좋음'
4043,'좋음'
4044,매우좋음
4045,매우좋음
4046,'매우좋음'
4047,매우좋음
4048,매우좋음
4049,좋음
4050,'매우좋음'
4051,매우좋음
4052,매우좋음
4053,'매우좋음'
4054,'매우좋음'
4055,'매우좋음'
4056,매우좋음
4057,매우좋음
4058,'매우좋음'
4059,매우좋음
4060,매우좋음
4061,매우좋음
4062,매우좋음
4063,'매우좋음'
4064,'매우좋음'
4065,매우좋음
4066,매우나쁨
4067,'매우좋음'
4068,'매우좋음'
4069,'좋음'
4070,매우좋음
4071,'좋음'
4072,매우좋음
4073,'매우좋음'
4074,매우좋음
4075,'매우좋음'
4076,'매우좋음'
4077,매우좋음
4078,'매우좋음'
4079,매우좋음
4080,'매우좋음'
4081,매우좋음
4082,매우좋음
4083,매우좋음
4084,매우좋음
4085,매우좋음
4086,매우좋음
4087,'매우좋음'
4088,매우나쁨
4089,'매우좋음'
4090,매우좋음
4091,'매우좋음'
4092,'좋음'
4093,매우좋음
4094,'매우좋음'
4095,매우좋음
4096,'보통'
4097,매우좋음
4098,'좋음'
4099,'매우좋음'
4100,'좋음'
4101,'좋음'
4102,'좋음'
4103,'보통'
4104,'보통'
4105,매우좋음
4106,매우좋음
4107,'매우좋음'
4108,매우좋음
4109,'좋음'
4110,'나쁨'
4111,매우좋음
4112,매우좋음
4113,'매우좋음'
4114,'매우좋음'
4115,매우좋음
4116,'매우좋음'
4117,'매우좋음'
4118,매우좋음
4119,매우좋음
4120,'좋음'
4121,매우좋음
4122,매우좋음
4123,'매우좋음'
4124,'매우좋음'
4125,매우좋음
4126,매우좋음
4127,매우좋음
4128,매우좋음
4129,매우좋음
4130,매우나쁨
4131,'매우나쁨'
4132,'매우좋음'
4133,'매우좋음'
4134,'매우좋음'
4135,매우좋음
4136,매우좋음
4137,매우좋음
4138,'매우좋음'
4139,매우좋음
4140,매우좋음
4141,매우좋음
4142,매우좋음
4143,'나쁨'
4144,매우좋음
4145,매우좋음
4146,매우좋음
4147,'매우좋음'
4148,'매우좋음'
4149,'좋음'
4150,매우좋음
4151,매우좋음
4152,매우좋음
4153,매우좋음
4154,매우좋음
4155,'매우좋음'
4156,매우좋음
4157,'매우좋음'
4158,매우좋음
4159,'매우좋음'
4160,'매우좋음'
4161,'보통'
4162,매우좋음
4163,'좋음'
4164,'매우좋음'
4165,'보통'
4166,'보통'
4167,매우좋음
4168,매우좋음
4169,'매우좋음'
4170,'매우좋음'
4171,'좋음'
4172,매우좋음
4173,'매우좋음'
4174,매우좋음
4175,'매우좋음'
4176,'매우좋음'
4177,매우좋음
4178,'매우좋음'
4179,매우좋음
4180,매우좋음
4181,'매우좋음'
4182,'매우좋음'
4183,매우좋음
4184,'매우좋음'
4185,매우좋음
4186,좋음
4187,'매우좋음'
4188,'매우좋음'
4189,매우좋음
4190,매우좋음
4191,'매우좋음'
4192,매우좋음
4193,'매우좋음'
4194,'매우좋음'
4195,매우좋음
4196,매우좋음
4197,'좋음'
4198,'매우좋음'
4199,매우좋음
4200,'매우좋음'
4201,매우좋음
4202,'매우좋음'
4203,매우좋음
4204,매우좋음
4205,'매우좋음'
4206,'매우나쁨'
4207,'보통'
4208,'나쁨'
4209,매우좋음
4210,매우좋음
4211,매우좋음
4212,매우좋음
4213,'좋음'
4214,'매우좋음'
4215,매우좋음
4216,매우좋음
4217,'매우좋음'
4218,'매우좋음'
4219,'나쁨'
4220,'보통'
4221,'매우좋음'
4222,'매우좋음'
4223,매우좋음
4224,'매우좋음'
4225,매우좋음
4226,매우좋음
4227,매우좋음
4228,매우좋음
4229,매우좋음
4230,'매우좋음'
4231,매우좋음
4232,매우좋음
4233,좋음
4234,매우좋음
4235,매우좋음
4236,'매우좋음'
4237,매우좋음
4238,'매우좋음'
4239,매우좋음
4240,매우좋음
4241,'매우좋음'
4242,매우좋음
4243,'좋음'
4244,'보통'
4245,'좋음'
4246,매우좋음
4247,'매우좋음'
4248,'보통'
4249,매우좋음
4250,매우좋음
4251,매우좋음
4252,매우좋음
4253,매우좋음
4254,'좋음'
4255,매우좋음
4256,'매우좋음'
4257,'매우좋음'
4258,매우좋음
4259,'나쁨'
4260,'매우좋음'
4261,매우좋음
4262,좋음
4263,매우좋음
4264,'매우좋음'
4265,'보통'
4266,'매우좋음'
4267,매우좋음
4268,'좋음'
4269,매우좋음
4270,매우좋음
4271,매우좋음
4272,매우좋음
4273,나쁨
4274,매우좋음
4275,매우좋음
4276,매우좋음
4277,좋음
4278,매우좋음
4279,매우좋음
4280,'매우좋음'
4281,매우좋음
4282,'매우좋음'
4283,'매우좋음'
4284,'매우좋음'
4285,좋음
4286,매우좋음
4287,매우좋음
4288,'매우좋음'
4289,매우좋음
4290,매우좋음
4291,매우좋음
4292,'매우좋음'
4293,매우좋음
4294,매우좋음
4295,매우좋음
4296,매우좋음
4297,매우좋음
4298,매우좋음
4299,'매우좋음'
4300,매우좋음
4301,매우좋음
4302,매우좋음
4303,'매우좋음'
4304,매우좋음
4305,매우좋음
4306,'매우좋음'
4307,'매우좋음'
4308,매우좋음
4309,매우좋음
4310,'매우좋음'
4311,'매우좋음'
4312,매우좋음
4313,'매우좋음'
4314,매우좋음
4315,매우좋음
4316,매우좋음
4317,'나쁨'
4318,나쁨
4319,'매우좋음'
4320,매우좋음
4321,'매우좋음'
4322,매우나쁨
4323,매우좋음
4324,매우좋음
4325,'매우좋음'
4326,매우좋음
4327,매우좋음
4328,매우좋음
4329,'매우좋음'
4330,'매우좋음'
4331,'나쁨'
4332,'좋음'
4333,'좋음'
4334,'좋음'
4335,매우좋음
4336,매우좋음
4337,매우좋음
4338,매우좋음
4339,매우좋음
4340,매우좋음
4341,'매우좋음'
4342,'매우좋음'
4343,매우좋음
4344,'매우좋음'
4345,매우좋음
4346,'매우좋음'
4347,'매우좋음'
4348,매우좋음
4349,'매우좋음'
4350,매우좋음
4351,'매우좋음'
4352,'좋음'
4353,매우좋음
4354,매우좋음
4355,매우좋음
4356,'매우좋음'
4357,매우좋음
4358,'매우좋음'
4359,매우좋음
4360,'보통'
4361,'매우좋음'
4362,'매우좋음'
4363,매우좋음
4364,'매우좋음'
4365,매우좋음
4366,'매우좋음'
4367,'매우좋음'
4368,'매우좋음'
4369,'좋음'
4370,매우좋음
4371,매우좋음
4372,매우좋음
4373,'좋음'
4374,매우좋음
4375,'매우좋음'
4376,매우좋음
4377,매우좋음
4378,매우좋음
4379,'매우좋음'
4380,매우좋음
4381,매우좋음
4382,매우좋음
4383,매우좋음
4384,매우좋음
4385,매우좋음
4386,매우좋음
4387,매우좋음
4388,'매우좋음'
4389,'매우좋음'
4390,'나쁨'
4391,매우좋음
4392,매우좋음
4393,'매우좋음'
4394,매우좋음
4395,'매우좋음'
4396,'좋음'
4397,매우좋음
4398,'매우좋음'
4399,'좋음'
4400,매우좋음
4401,'매우좋음'
4402,'매우좋음'
4403,매우좋음
4404,매우좋음
4405,'매우좋음'
4406,'좋음'
4407,'매우좋음'
4408,매우좋음
4409,매우좋음
4410,매우좋음
4411,매우좋음
4412,매우좋음
4413,매우좋음
4414,매우좋음
4415,매우좋음
4416,'매우좋음'
4417,'매우좋음'
4418,매우좋음
4419,'매우좋음'
4420,'매우좋음'
4421,'매우좋음'
4422,매우좋음
4423,'매우좋음'
4424,'좋음'
4425,'매우좋음'
4426,매우좋음
4427,'매우좋음'
4428,매우좋음
4429,'보통'
4430,'매우좋음'
4431,매우좋음
4432,'매우좋음'
4433,매우좋음
4434,'매우좋음'
4435,'매우좋음'
4436,매우좋음
4437,'좋음'
4438,매우좋음
4439,매우좋음
4440,'매우좋음'
4441,매우좋음
4442,매우좋음
4443,매우좋음
4444,'매우좋음'
4445,'매우좋음'
4446,'매우좋음'
4447,매우좋음
4448,'매우좋음'
4449,'매우좋음'
4450,'매우좋음'
4451,'매우좋음'
4452,'매우좋음'
4453,매우좋음
4454,매우좋음
4455,'매우좋음'
4456,'매우좋음'
4457,'보통'
4458,매우좋음
4459,매우좋음
4460,'매우좋음'
4461,'보통'
4462,'좋음'
4463,'보통'
4464,'좋음'
4465,'보통'
4466,매우좋음
4467,매우좋음
4468,매우좋음
4469,'매우좋음'
4470,'매우좋음'
4471,'매우좋음'
4472,'매우좋음'
4473,매우좋음
4474,'나쁨'
4475,'매우좋음'
4476,'좋음'
4477,'매우좋음'
4478,'좋음'
4479,'매우좋음'
4480,'매우좋음'
4481,매우좋음
4482,'매우좋음'
4483,'매우좋음'
4484,'매우좋음'
4485,'매우좋음'
4486,'매우좋음'
4487,'매우좋음'
4488,'매우좋음'
4489,매우좋음
4490,매우좋음
4491,매우좋음
4492,'매우좋음'
4493,'매우좋음'
4494,'매우좋음'
4495,'매우좋음'
4496,매우좋음
4497,'매우좋음'
4498,매우좋음
4499,'매우좋음'
4500,'매우좋음'
4501,'매우좋음'
4502,매우좋음
4503,'매우좋음'
4504,매우좋음
4505,'매우좋음'
4506,'매우좋음'
4507,좋음
4508,매우좋음
4509,매우좋음
4510,'매우좋음'
4511,'매우좋음'
4512,매우좋음
4513,'매우좋음'
4514,매우좋음
4515,매우좋음
4516,매우좋음
4517,매우좋음
4518,매우좋음
4519,매우좋음
4520,'보통'
4521,매우좋음
4522,매우좋음
4523,'매우좋음'
4524,매우좋음
4525,매우좋음
4526,매우좋음
4527,매우좋음
4528,매우좋음
4529,매우좋음
4530,매우좋음
4531,매우좋음
4532,'매우좋음'
4533,'매우좋음'
4534,'매우좋음'
4535,매우좋음
4536,매우좋음
4537,'나쁨'
4538,매우좋음
4539,'매우좋음'
4540,'매우좋음'
4541,'매우나쁨'
4542,매우좋음
4543,'매우좋음'
4544,매우좋음
4545,매우좋음
4546,매우좋음
